geneset	n_mutated_meta	n_mutated_nonmeta	log_odds_ratio	odds_ratio	p_value	q_value	significant
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD	13	11	0.19974	1.22108	0.67537	0.91193	False
GOBP_THYMIC_T_CELL_SELECTION	13	11	0.21274	1.23706	0.67594	0.91193	False
GOBP_POSITIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	13	11	0.20117	1.22283	0.67612	0.91193	False
GOBP_CRANIAL_NERVE_MORPHOGENESIS	13	11	0.20208	1.22395	0.67640	0.91193	False
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	13	11	0.20280	1.22482	0.67654	0.91193	False
GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS	13	11	0.20872	1.23210	0.67657	0.91193	False
GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	14	12	0.18709	1.20574	0.68570	0.92146	False
GOBP_LIPID_DROPLET_ORGANIZATION	14	12	0.18735	1.20605	0.68593	0.92146	False
GOBP_PEROXISOME_ORGANIZATION	14	12	0.18738	1.20608	0.68593	0.92146	False
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	14	12	0.19893	1.22010	0.68699	0.92153	False
GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	14	12	0.19267	1.21249	0.68752	0.92153	False
GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	15	13	0.17497	1.19121	0.69018	0.92365	False
GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	21	23	-0.14881	0.86173	0.69179	0.92365	False
GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT	15	13	0.17542	1.19174	0.69294	0.92365	False
GOBP_PROTEIN_ACTIVATION_CASCADE	15	13	0.17564	1.19201	0.69348	0.92365	False
GOBP_RAP_PROTEIN_SIGNAL_TRANSDUCTION	15	13	0.17664	1.19320	0.69494	0.92365	False
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	16	14	0.16645	1.18110	0.69548	0.92365	False
GOBP_L_TRYPTOPHAN_METABOLIC_PROCESS	16	14	0.16638	1.18103	0.69589	0.92365	False
GOBP_INTERMEMBRANE_LIPID_TRANSFER	15	13	0.17800	1.19482	0.69597	0.92365	False
GOBP_INNERVATION	15	13	0.17954	1.19666	0.69657	0.92365	False
GOBP_RENAL_FILTRATION	15	13	0.18658	1.20512	0.69676	0.92365	False
GOBP_ENTEROENDOCRINE_CELL_DIFFERENTIATION	16	14	0.16870	1.18376	0.70398	0.93140	False
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_IRON_ION_HOMEOSTASIS	16	14	0.16897	1.18408	0.70416	0.93140	False
GOBP_RESPONSE_TO_AMPHETAMINE	17	15	0.15880	1.17210	0.70726	0.93449	False
GOBP_WALKING_BEHAVIOR	17	15	0.15986	1.17335	0.71004	0.93708	False
GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	17	15	0.16129	1.17503	0.71147	0.93708	False
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME	10	11	-0.20172	0.81732	0.71197	0.93708	False
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	18	16	0.15217	1.16436	0.71263	0.93708	False
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	19	17	0.14705	1.15841	0.71312	0.93708	False
GOBP_DOPAMINE_TRANSPORT	18	16	0.15435	1.16690	0.71771	0.94209	False
GOBP_ENDOCARDIAL_CUSHION_FORMATION	19	17	0.14682	1.15814	0.72040	0.94404	False
GOBP_CELL_FATE_DETERMINATION	19	17	0.14693	1.15827	0.72076	0.94404	False
GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY	19	17	0.15259	1.16485	0.72520	0.94839	False
GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	10	11	-0.18632	0.83001	0.72613	0.94839	False
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	22	20	0.13380	1.14317	0.72837	0.94839	False
GOBP_SPERM_AXONEME_ASSEMBLY	20	18	0.14337	1.15416	0.72840	0.94839	False
GOBP_RIBOSOME_DISASSEMBLY	11	12	-0.17873	0.83633	0.72930	0.94839	False
GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	20	18	0.14632	1.15756	0.73016	0.94839	False
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	22	20	0.13359	1.14293	0.73056	0.94839	False
GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION	20	18	0.14954	1.16130	0.73061	0.94839	False
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	21	19	0.13795	1.14792	0.73117	0.94839	False
GOBP_PROTEIN_TRANSPORT_ALONG_MICROTUBULE	12	13	-0.17060	0.84316	0.73383	0.95082	False
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	22	20	0.13445	1.14390	0.73578	0.95233	False
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	22	20	0.13687	1.14668	0.73837	0.95289	False
GOBP_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	23	21	0.13093	1.13989	0.73876	0.95289	False
GOBP_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	22	20	0.13813	1.14812	0.73892	0.95289	False
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	23	21	0.13122	1.14022	0.73944	0.95289	False
GOBP_BASEMENT_MEMBRANE_ORGANIZATION	23	21	0.13190	1.14099	0.74054	0.95289	False
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION	24	22	0.12913	1.13784	0.74380	0.95289	False
GOBP_ACTION_POTENTIAL_PROPAGATION	11	12	-0.16369	0.84900	0.74440	0.95289	False
GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION	11	12	-0.16179	0.85062	0.74637	0.95289	False
GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	25	23	0.12669	1.13506	0.74657	0.95289	False
GOBP_REGULATION_OF_PRESYNAPSE_ORGANIZATION	25	23	0.13119	1.14019	0.74903	0.95289	False
GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	10	11	-0.16145	0.85091	0.75095	0.95289	False
GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY	38	36	0.12056	1.12813	0.75113	0.95289	False
GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	39	37	0.12367	1.13164	0.75188	0.95289	False
GOBP_MATURATION_OF_LSU_RRNA	10	11	-0.15993	0.85220	0.75256	0.95289	False
GOBP_CARTILAGE_CONDENSATION	12	13	-0.15203	0.85897	0.75324	0.95289	False
GOBP_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	19	20	-0.13617	0.87269	0.75487	0.95289	False
GOBP_REGULATION_OF_COLLATERAL_SPROUTING	14	15	-0.14500	0.86502	0.75497	0.95289	False
GOBP_STARTLE_RESPONSE	36	34	0.12155	1.12925	0.75698	0.95289	False
GOBP_POSITIVE_REGULATION_OF_COAGULATION	12	13	-0.14860	0.86192	0.75702	0.95289	False
GOBP_MELANOCYTE_DIFFERENTIATION	11	12	-0.15035	0.86041	0.75881	0.95289	False
GOBP_REGULATION_OF_NECROPTOTIC_PROCESS	10	11	-0.15366	0.85756	0.75942	0.95289	False
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	11	12	-0.14803	0.86241	0.76140	0.95289	False
GOBP_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION_MICROTUBULE_MEDIATED	13	14	-0.13989	0.86946	0.76376	0.95289	False
GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION	10	11	-0.14877	0.86176	0.76494	0.95289	False
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	10	11	-0.14870	0.86183	0.76505	0.95289	False
GOBP_POSITIVE_REGULATION_OF_NEURON_MIGRATION	10	11	-0.14838	0.86210	0.76540	0.95289	False
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	11	12	-0.14453	0.86543	0.76542	0.95289	False
GOBP_STEM_CELL_DIVISION	17	18	-0.12985	0.87823	0.76588	0.95289	False
GOBP_PROTEIN_TARGETING_TO_LYSOSOME	11	12	-0.14377	0.86609	0.76630	0.95289	False
GOBP_VASCULAR_ENDOTHELIAL_CELL_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS	11	12	-0.14230	0.86736	0.76802	0.95289	False
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	13	14	-0.13566	0.87314	0.76876	0.95289	False
GOBP_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	17	18	-0.12746	0.88033	0.76881	0.95289	False
GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	12	13	-0.13817	0.87095	0.76909	0.95289	False
GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE	10	11	-0.14506	0.86497	0.76927	0.95289	False
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS	10	11	-0.14486	0.86514	0.76953	0.95289	False
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	12	13	-0.13653	0.87238	0.77105	0.95289	False
GOBP_MITOTIC_SISTER_CHROMATID_COHESION	14	15	-0.13114	0.87710	0.77128	0.95289	False
GOBP_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	18	19	-0.12184	0.88529	0.77402	0.95289	False
GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	10	11	-0.14044	0.86897	0.77482	0.95289	False
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	11	12	-0.13646	0.87244	0.77506	0.95289	False
GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	12	13	-0.13312	0.87536	0.77520	0.95289	False
GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	11	12	-0.13533	0.87343	0.77645	0.95289	False
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	13	14	-0.12933	0.87868	0.77650	0.95289	False
GOBP_ERBB2_SIGNALING_PATHWAY	13	14	-0.12924	0.87877	0.77661	0.95289	False
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	18	19	-0.11943	0.88742	0.77711	0.95289	False
GOBP_GENOMIC_IMPRINTING	11	12	-0.13397	0.87462	0.77814	0.95289	False
GOBP_LONG_TERM_SYNAPTIC_DEPRESSION	21	22	-0.11508	0.89130	0.77838	0.95289	False
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	12	13	-0.13009	0.87802	0.77899	0.95289	False
GOBP_DETECTION_OF_VISIBLE_LIGHT	12	13	-0.12972	0.87834	0.77947	0.95289	False
GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	14	15	-0.12417	0.88323	0.78003	0.95289	False
GOBP_CATECHOLAMINE_SECRETION	16	17	-0.12017	0.88677	0.78018	0.95289	False
GOBP_MITOTIC_CYTOKINETIC_PROCESS	13	14	-0.12597	0.88164	0.78075	0.95289	False
GOBP_REPRODUCTIVE_BEHAVIOR	27	28	-0.10935	0.89642	0.78109	0.95289	False
GOBP_RESPIRATORY_SYSTEM_PROCESS	20	21	-0.11394	0.89231	0.78122	0.95289	False
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	10	11	-0.13453	0.87413	0.78219	0.95289	False
GOBP_REGULATION_OF_RUFFLE_ASSEMBLY	15	16	-0.12025	0.88670	0.78242	0.95289	False
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION	13	14	-0.12441	0.88302	0.78277	0.95289	False
GOBP_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	24	25	-0.10851	0.89717	0.78420	0.95289	False
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	11	12	-0.12883	0.87912	0.78469	0.95289	False
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT	11	12	-0.12792	0.87992	0.78586	0.95289	False
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	19	20	-0.11147	0.89452	0.78612	0.95289	False
GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION	11	12	-0.12722	0.88054	0.78680	0.95289	False
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	14	15	-0.11897	0.88783	0.78682	0.95289	False
GOBP_NUCLEUS_LOCALIZATION	21	22	-0.10830	0.89736	0.78759	0.95289	False
GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS	18	19	-0.11105	0.89489	0.78834	0.95289	False
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION	14	15	-0.11685	0.88972	0.78970	0.95289	False
GOBP_GENITALIA_DEVELOPMENT	16	17	-0.11261	0.89350	0.79026	0.95289	False
GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY	13	14	-0.11846	0.88828	0.79066	0.95289	False
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	29	30	-0.10194	0.90309	0.79078	0.95289	False
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	15	16	-0.11246	0.89363	0.79294	0.95400	False
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	10	11	-0.12619	0.88145	0.79328	0.95400	False
GOBP_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	14	15	-0.11290	0.89324	0.79513	0.95527	False
GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL	11	12	-0.11884	0.88795	0.79828	0.95722	False
GOBP_PITUITARY_GLAND_DEVELOPMENT	14	15	-0.11063	0.89527	0.79834	0.95722	False
GOBP_REGULATION_OF_GENE_SILENCING_BY_REGULATORY_NCRNA	10	9	0.11372	1.12044	0.82103	0.96557	False
GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS	10	9	0.11287	1.11949	0.82274	0.96557	False
GOBP_NEGATIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION	15	16	-0.09283	0.91135	0.82289	0.96557	False
GOBP_ENGULFMENT_OF_APOPTOTIC_CELL	10	9	0.11138	1.11782	0.82590	0.96557	False
GOBP_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	10	9	0.11093	1.11732	0.82691	0.96557	False
GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	13	12	0.09724	1.10212	0.82758	0.96557	False
GOBP_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	10	9	0.10996	1.11623	0.82918	0.96557	False
GOBP_MYOBLAST_PROLIFERATION	10	9	0.10985	1.11611	0.82946	0.96557	False
GOBP_NEGATIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	10	9	0.10855	1.11466	0.83279	0.96557	False
GOBP_MITRAL_VALVE_DEVELOPMENT	11	10	0.10170	1.10706	0.83445	0.96557	False
GOBP_SALIVA_SECRETION	10	9	0.10772	1.11374	0.83519	0.96557	False
GOBP_CHONDROCYTE_PROLIFERATION	11	10	0.10061	1.10584	0.83703	0.96557	False
GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	10	9	0.10686	1.11278	0.83810	0.96557	False
GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH	10	9	0.10676	1.11267	0.83845	0.96557	False
GOBP_RESPONSE_TO_IMMOBILIZATION_STRESS	10	9	0.10676	1.11267	0.83847	0.96557	False
GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS	10	9	0.10595	1.11177	0.84212	0.96557	False
GOBP_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	10	9	0.10577	1.11156	0.84329	0.96557	False
GOBP_SERTOLI_CELL_DIFFERENTIATION	12	11	0.09293	1.09738	0.84384	0.96557	False
GOBP_GROWTH_PLATE_CARTILAGE_DEVELOPMENT	10	9	0.10568	1.11146	0.84395	0.96557	False
GOBP_PROSTAGLANDIN_TRANSPORT	13	12	0.08898	1.09306	0.84404	0.96557	False
GOBP_CELLULAR_RESPONSE_TO_POTASSIUM_ION	10	9	0.10564	1.11143	0.84427	0.96557	False
GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	11	10	0.09756	1.10248	0.84548	0.96557	False
GOBP_ECTODERMAL_PLACODE_DEVELOPMENT	11	10	0.09756	1.10247	0.84549	0.96557	False
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	12	11	0.09198	1.09634	0.84624	0.96557	False
GOBP_ORGAN_INDUCTION	10	9	0.10547	1.11123	0.84696	0.96557	False
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	12	11	0.09165	1.09598	0.84710	0.96557	False
GOBP_POSITIVE_REGULATION_OF_VESICLE_FUSION	11	10	0.09681	1.10165	0.84817	0.96557	False
GOBP_ICOSANOID_SECRETION	12	11	0.09123	1.09552	0.84823	0.96557	False
GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM	12	11	0.09118	1.09547	0.84838	0.96557	False
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_FISSION	10	9	0.10555	1.11132	0.84906	0.96557	False
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	11	10	0.09648	1.10129	0.84951	0.96557	False
GOBP_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR	11	10	0.09646	1.10127	0.84961	0.96557	False
GOBP_RETINAL_CONE_CELL_DIFFERENTIATION	11	10	0.09635	1.10115	0.85008	0.96557	False
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	11	10	0.09609	1.10086	0.85135	0.96557	False
GOBP_GOLGI_TO_ENDOSOME_TRANSPORT	14	13	0.08255	1.08605	0.85160	0.96557	False
GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE	12	11	0.08980	1.09395	0.85248	0.96557	False
GOBP_PROTEINOGENIC_AMINO_ACID_BIOSYNTHETIC_PROCESS	12	11	0.08971	1.09385	0.85277	0.96557	False
GOBP_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	13	12	0.08535	1.08910	0.85284	0.96557	False
GOBP_COCHLEA_MORPHOGENESIS	12	11	0.08908	1.09317	0.85492	0.96557	False
GOBP_TRANSPOSITION	15	14	0.07849	1.08165	0.85493	0.96557	False
GOBP_RESPONSE_TO_SALT	18	17	0.07207	1.07473	0.85667	0.96557	False
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION	12	11	0.08852	1.09256	0.85703	0.96557	False
GOBP_SYNAPTIC_TRANSMISSION_CHOLINERGIC	12	11	0.08840	1.09243	0.85756	0.96557	False
GOBP_DIOL_METABOLIC_PROCESS	11	10	0.09543	1.10013	0.85824	0.96557	False
GOBP_T_HELPER_1_CELL_DIFFERENTIATION	12	11	0.08821	1.09222	0.85839	0.96557	False
GOBP_RESPONSE_TO_INTERLEUKIN_4	12	11	0.08816	1.09217	0.85860	0.96557	False
GOBP_ACROSOME_REACTION	14	13	0.07976	1.08303	0.85864	0.96557	False
GOBP_RESCUE_OF_STALLED_RIBOSOME	11	10	0.09547	1.10018	0.85924	0.96557	False
GOBP_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	13	12	0.08261	1.08611	0.86105	0.96557	False
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	12	11	0.08750	1.09145	0.86224	0.96557	False
GOBP_RESPONSE_TO_INTERFERON_BETA	13	12	0.08226	1.08573	0.86230	0.96557	False
GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA	13	12	0.08226	1.08573	0.86230	0.96557	False
GOBP_POSITIVE_REGULATION_OF_CILIUM_ASSEMBLY	13	12	0.08223	1.08571	0.86239	0.96557	False
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	12	11	0.08748	1.09142	0.86243	0.96557	False
GOBP_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	14	13	0.07841	1.08156	0.86250	0.96557	False
GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR	14	13	0.07821	1.08135	0.86308	0.96557	False
GOBP_FACE_MORPHOGENESIS	13	12	0.08194	1.08539	0.86348	0.96557	False
GOBP_UTERUS_DEVELOPMENT	15	14	0.07498	1.07787	0.86384	0.96557	False
GOBP_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	14	13	0.07767	1.08077	0.86476	0.96557	False
GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	17	16	0.06998	1.07249	0.86548	0.96557	False
GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	16	15	0.07197	1.07462	0.86549	0.96557	False
GOBP_GLUTAMATERGIC_NEURON_DIFFERENTIATION	13	12	0.08140	1.08481	0.86573	0.96557	False
GOBP_SPECIFICATION_OF_ANIMAL_ORGAN_IDENTITY	13	12	0.08121	1.08459	0.86664	0.96557	False
GOBP_BEHAVIORAL_RESPONSE_TO_PAIN	15	14	0.07387	1.07666	0.86705	0.96557	False
GOBP_ERBB4_SIGNALING_PATHWAY	13	12	0.08110	1.08448	0.86714	0.96557	False
GOBP_AMINO_SUGAR_METABOLIC_PROCESS	14	13	0.07667	1.07969	0.86816	0.96557	False
GOBP_COPII_COATED_VESICLE_BUDDING	13	12	0.08082	1.08418	0.86866	0.96557	False
GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	14	13	0.07651	1.07952	0.86874	0.96557	False
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION	13	12	0.08080	1.08415	0.86879	0.96557	False
GOBP_CELL_CYCLE_DNA_REPLICATION	16	15	0.07074	1.07330	0.86886	0.96557	False
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS	13	12	0.08076	1.08411	0.86903	0.96557	False
GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS	13	12	0.08071	1.08406	0.86933	0.96557	False
GOBP_BLASTOCYST_GROWTH	13	12	0.08069	1.08404	0.86943	0.96557	False
GOBP_NEGATIVE_REGULATION_OF_EXOCYTOSIS	17	16	0.06827	1.07065	0.86999	0.96557	False
GOBP_VESICLE_COATING	13	12	0.08051	1.08384	0.87067	0.96557	False
GOBP_N_GLYCAN_PROCESSING	16	15	0.06986	1.07236	0.87143	0.96557	False
GOBP_REGULATION_OF_PRESYNAPTIC_MEMBRANE_POTENTIAL	20	19	0.06310	1.06513	0.87194	0.96557	False
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	15	14	0.07218	1.07485	0.87242	0.96557	False
GOBP_SUPEROXIDE_ANION_GENERATION	16	15	0.06952	1.07200	0.87244	0.96557	False
GOBP_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS	16	15	0.06901	1.07145	0.87402	0.96557	False
GOBP_REGULATION_OF_CELL_FATE_COMMITMENT	15	14	0.07165	1.07428	0.87431	0.96557	False
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_DEPRESSION	16	15	0.06870	1.07111	0.87504	0.96557	False
GOBP_AXONAL_FASCICULATION	17	16	0.06636	1.06861	0.87544	0.96557	False
GOBP_NEURAL_TUBE_PATTERNING	18	17	0.06382	1.06590	0.87756	0.96557	False
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	16	15	0.06784	1.07019	0.87797	0.96557	False
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	18	17	0.06334	1.06539	0.87900	0.96557	False
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	18	17	0.06333	1.06538	0.87902	0.96557	False
GOBP_RESPONSE_TO_L_GLUTAMATE	14	13	0.07442	1.07725	0.87972	0.96557	False
GOBP_REGULATION_OF_PROTEIN_BINDING	18	17	0.06289	1.06491	0.88039	0.96557	False
GOBP_CEREBRAL_CORTEX_CELL_MIGRATION	16	15	0.06707	1.06937	0.88082	0.96557	False
GOBP_CELL_PROLIFERATION_IN_FOREBRAIN	20	19	0.05976	1.06158	0.88102	0.96557	False
GOBP_NUCLEOTIDE_TRANSPORT	17	16	0.06458	1.06671	0.88115	0.96557	False
GOBP_HEAD_MORPHOGENESIS	16	15	0.06688	1.06917	0.88158	0.96557	False
GOBP_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE	16	15	0.06683	1.06911	0.88180	0.96557	False
GOBP_REGULATION_OF_FIBROBLAST_MIGRATION	19	18	0.06035	1.06220	0.88329	0.96557	False
GOBP_SECRETION_BY_TISSUE	19	18	0.06021	1.06206	0.88372	0.96557	False
GOBP_EMBRYONIC_HINDLIMB_MORPHOGENESIS	17	16	0.06385	1.06593	0.88377	0.96557	False
GOBP_RESPONSE_TO_PAIN	18	17	0.06182	1.06377	0.88384	0.96557	False
GOBP_CELL_JUNCTION_DISASSEMBLY	16	15	0.06613	1.06837	0.88485	0.96570	False
GOBP_VESICLE_TRANSPORT_ALONG_MICROTUBULE	16	15	0.06592	1.06815	0.88586	0.96570	False
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	17	16	0.06318	1.06522	0.88636	0.96570	False
GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION	25	24	0.05289	1.05431	0.88848	0.96675	False
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	24	23	0.05335	1.05480	0.88892	0.96675	False
GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT	19	18	0.05817	1.05990	0.89056	0.96765	False
GOBP_ESTABLISHMENT_OF_SPINDLE_ORIENTATION	17	16	0.06197	1.06393	0.89188	0.96771	False
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT	23	22	0.05294	1.05437	0.89242	0.96771	False
GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	17	16	0.06176	1.06371	0.89302	0.96771	False
